District,Month,Visitors,Year,Season
Yadadri Bhongir,8,269850,,Monsoon
Yadadri Bhongir,9,169532,,Monsoon
Yadadri Bhongir,10,170613,,Autumn
Yadadri Bhongir,11,242245,,Autumn
Yadadri Bhongir,12,231306,,Winter
Adilabad,1,28423,,Winter
Adilabad,2,378787,,Winter
Adilabad,3,15469,,Summer
Adilabad,4,10266,,Summer
Adilabad,5,11670,,Summer
Adilabad,6,10704,,Monsoon
Adilabad,7,16035,,Monsoon
Adilabad,8,20472,,Monsoon
Adilabad,9,21352,,Monsoon
Adilabad,10,22668,,Autumn
Adilabad,11,66152,,Autumn
Adilabad,12,25972,,Winter
BhadradriKothagudem,1,84901,,Winter
BhadradriKothagudem,2,108037,,Winter
BhadradriKothagudem,3,177140,,Summer
BhadradriKothagudem,4,180027,,Summer
BhadradriKothagudem,5,179018,,Summer
BhadradriKothagudem,6,167787,,Monsoon
BhadradriKothagudem,7,95266,,Monsoon
BhadradriKothagudem,8,76299,,Monsoon
BhadradriKothagudem,9,87413,,Monsoon
BhadradriKothagudem,10,101592,,Autumn
BhadradriKothagudem,11,85953,,Autumn
BhadradriKothagudem,12,115658,,Winter
Hunmakonda,1,42135,,Winter
Hunmakonda,2,55408,,Winter
Hunmakonda,3,44427,,Summer
Hunmakonda,4,44010,,Summer
Hunmakonda,5,44785,,Summer
Hunmakonda,6,44169,,Monsoon
Hunmakonda,7,42452,,Monsoon
Hunmakonda,8,33640,,Monsoon
Hunmakonda,9,34774,,Monsoon
Hunmakonda,10,35347,,Autumn
Hunmakonda,11,35198,,Autumn
Hunmakonda,12,36985,,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",1,956428,,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",2,733747,,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",3,818866,,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",4,776520,,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",5,1460904,,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",6,1435151,,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",7,816814,,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",8,933522,,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",9,1005418,,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",10,1724362,,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",11,1289350,,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",12,1622676,,Winter
Jagtial,1,321355,,Winter
Jagtial,2,221928,,Winter
Jagtial,3,369104,,Summer
Jagtial,4,260082,,Summer
Jagtial,5,209660,,Summer
Jagtial,6,197988,,Monsoon
Jagtial,7,95511,,Monsoon
Jagtial,8,170922,,Monsoon
Jagtial,9,97975,,Monsoon
Jagtial,10,122002,,Autumn
Jagtial,11,169844,,Autumn
Jagtial,12,170504,,Winter
Jangaon,1,6280,,Winter
Jangaon,2,6610,,Winter
Jangaon,3,6040,,Summer
Jangaon,4,6100,,Summer
Jangaon,5,6350,,Summer
Jangaon,6,6180,,Monsoon
Jangaon,7,5935,,Monsoon
Jangaon,8,5890,,Monsoon
Jangaon,9,5875,,Monsoon
Jangaon,10,5675,,Autumn
Jangaon,11,5425,,Autumn
Jangaon,12,5275,,Winter
Jayashankarnhoopalpally,1,11091,,Winter
Jayashankarnhoopalpally,2,10939,,Winter
Jayashankarnhoopalpally,3,12166,,Summer
Jayashankarnhoopalpally,4,12600,,Summer
Jayashankarnhoopalpally,5,12713,,Summer
Jayashankarnhoopalpally,6,12792,,Monsoon
Jayashankarnhoopalpally,7,13668,,Monsoon
Jayashankarnhoopalpally,8,12500,,Monsoon
Jayashankarnhoopalpally,9,12414,,Monsoon
Jayashankarnhoopalpally,10,12209,,Autumn
Jayashankarnhoopalpally,11,13838,,Autumn
Jayashankarnhoopalpally,12,12704,,Winter
JogulambaGadwaI,1,159487,,Winter
JogulambaGadwaI,2,192389,,Winter
JogulambaGadwaI,3,171090,,Summer
JogulambaGadwaI,4,131186,,Summer
JogulambaGadwaI,5,131310,,Summer
JogulambaGadwaI,6,98046,,Monsoon
JogulambaGadwaI,7,97097,,Monsoon
JogulambaGadwaI,8,103708,,Monsoon
JogulambaGadwaI,9,102049,,Monsoon
JogulambaGadwaI,10,128895,,Autumn
JogulambaGadwaI,11,133993,,Autumn
JogulambaGadwaI,12,124264,,Winter
Kamareddy,1,31,,Winter
Kamareddy,2,41,,Winter
Kamareddy,3,35,,Summer
Kamareddy,4,42,,Summer
Kamareddy,5,30,,Summer
Kamareddy,6,32,,Monsoon
Kamareddy,7,33,,Monsoon
Kamareddy,8,50,,Monsoon
Kamareddy,9,50,,Monsoon
Kamareddy,10,52,,Autumn
Kamareddy,11,51,,Autumn
Kamareddy,12,48,,Winter
Karimnagar,1,5011,,Winter
Karimnagar,2,4564,,Winter
Karimnagar,3,5979,,Summer
Karimnagar,4,2259,,Summer
Karimnagar,5,4620,,Summer
Karimnagar,6,3175,,Monsoon
Karimnagar,7,5235,,Monsoon
Karimnagar,8,3620,,Monsoon
Karimnagar,9,5095,,Monsoon
Karimnagar,10,5625,,Autumn
Karimnagar,11,6115,,Autumn
Karimnagar,12,7440,,Winter
Khammam,1,38645,,Winter
Khammam,2,62355,,Winter
Khammam,3,42502,,Summer
Khammam,4,53897,,Summer
Khammam,5,66404,,Summer
Khammam,6,68590,,Monsoon
Khammam,7,44448,,Monsoon
Khammam,8,27651,,Monsoon
Khammam,9,31088,,Monsoon
Khammam,10,39455,,Autumn
Khammam,11,42806,,Autumn
Khammam,12,56856,,Winter
KornaramBheentAsiTabad,1,619,,Winter
KornaramBheentAsiTabad,2,679,,Winter
KornaramBheentAsiTabad,3,689,,Summer
KornaramBheentAsiTabad,4,397,,Summer
KornaramBheentAsiTabad,5,549,,Summer
KornaramBheentAsiTabad,6,684,,Monsoon
KornaramBheentAsiTabad,7,587,,Monsoon
KornaramBheentAsiTabad,8,642,,Monsoon
KornaramBheentAsiTabad,9,813,,Monsoon
KornaramBheentAsiTabad,10,802,,Autumn
KornaramBheentAsiTabad,11,1031,,Autumn
KornaramBheentAsiTabad,12,1213,,Winter
Mahabubabad,1,3410,,Winter
Mahabubabad,2,3370,,Winter
Mahabubabad,3,3380,,Summer
Mahabubabad,4,3550,,Summer
Mahabubabad,5,3625,,Summer
Mahabubabad,6,3415,,Monsoon
Mahabubabad,7,3180,,Monsoon
Mahabubabad,8,3270,,Monsoon
Mahabubabad,9,3310,,Monsoon
Mahabubabad,10,3240,,Autumn
Mahabubabad,11,3250,,Autumn
Mahabubabad,12,3180,,Winter
Mahbubnagar,1,269141,,Winter
Mahbubnagar,2,490326,,Winter
Mahbubnagar,3,388498,,Summer
Mahbubnagar,4,267529,,Summer
Mahbubnagar,5,230417,,Summer
Mahbubnagar,6,191442,,Monsoon
Mahbubnagar,7,227062,,Monsoon
Mahbubnagar,8,235700,,Monsoon
Mahbubnagar,9,225500,,Monsoon
Mahbubnagar,10,221400,,Autumn
Mahbubnagar,11,270200,,Autumn
Mahbubnagar,12,203200,,Winter
Mancherial,1,9540,,Winter
Mancherial,2,11210,,Winter
Mancherial,3,10089,,Summer
Mancherial,4,7847,,Summer
Mancherial,5,9538,,Summer
Mancherial,6,10244,,Monsoon
Mancherial,7,11763,,Monsoon
Mancherial,8,10255,,Monsoon
Mancherial,9,10855,,Monsoon
Mancherial,10,12198,,Autumn
Mancherial,11,11550,,Autumn
Mancherial,12,12346,,Winter
Medak,1,12232,,Winter
Medak,2,17705,,Winter
Medak,3,1500322,,Summer
Medak,4,70295,,Summer
Medak,5,80288,,Summer
Medak,6,45000,,Monsoon
Medak,7,35488,,Monsoon
Medak,8,30575,,Monsoon
Medak,9,31773,,Monsoon
Medak,10,45262,,Autumn
Medak,11,50234,,Autumn
Medak,12,42236,,Winter
Mulugu,1,2547050,,Winter
Mulugu,2,8049800,,Winter
Mulugu,3,47500,,Summer
Mulugu,4,48502,,Summer
Mulugu,5,47342,,Summer
Mulugu,6,47332,,Monsoon
Mulugu,7,48355,,Monsoon
Mulugu,8,50064,,Monsoon
Mulugu,9,50503,,Monsoon
Mulugu,10,51654,,Autumn
Mulugu,11,50273,,Autumn
Mulugu,12,49398,,Winter
Nagarkurnool,1,198660,,Winter
Nagarkurnool,2,128680,,Winter
Nagarkurnool,3,147400,,Summer
Nagarkurnool,4,188600,,Summer
Nagarkurnool,5,131000,,Summer
Nagarkurnool,6,101350,,Monsoon
Nagarkurnool,7,116400,,Monsoon
Nagarkurnool,8,126500,,Monsoon
Nagarkurnool,9,124000,,Monsoon
Nagarkurnool,10,136400,,Autumn
Nagarkurnool,11,139250,,Autumn
Nagarkurnool,12,140000,,Winter
Nalgonda & Suryapet,1,18165,,Winter
Nalgonda & Suryapet,2,12694,,Winter
Nalgonda & Suryapet,3,11565,,Summer
Nalgonda & Suryapet,4,8922,,Summer
Nalgonda & Suryapet,5,12508,,Summer
Nalgonda & Suryapet,6,17231,,Monsoon
Nalgonda & Suryapet,7,21554,,Monsoon
Nalgonda & Suryapet,8,30041,,Monsoon
Nalgonda & Suryapet,9,22875,,Monsoon
Nalgonda & Suryapet,10,31877,,Autumn
Nalgonda & Suryapet,11,17501,,Autumn
Nalgonda & Suryapet,12,20344,,Winter
Narayanapet,1,23800,,Winter
Narayanapet,2,99700,,Winter
Narayanapet,3,130000,,Summer
Narayanapet,4,170500,,Summer
Narayanapet,5,15600,,Summer
Narayanapet,6,11200,,Monsoon
Narayanapet,7,12400,,Monsoon
Narayanapet,8,11900,,Monsoon
Narayanapet,9,10800,,Monsoon
Narayanapet,10,9400,,Autumn
Narayanapet,11,11150,,Autumn
Narayanapet,12,15750,,Winter
Nirmal,1,230377,,Winter
Nirmal,2,278184,,Winter
Nirmal,3,334135,,Summer
Nirmal,4,275087,,Summer
Nirmal,5,302772,,Summer
Nirmal,6,389714,,Monsoon
Nirmal,7,333767,,Monsoon
Nirmal,8,344930,,Monsoon
Nirmal,9,318387,,Monsoon
Nirmal,10,325830,,Autumn
Nirmal,11,408666,,Autumn
Nirmal,12,363179,,Winter
Nizamabad,1,12881,,Winter
Nizamabad,2,75753,,Winter
Nizamabad,3,106250,,Summer
Nizamabad,4,10875,,Summer
Nizamabad,5,17259,,Summer
Nizamabad,6,16640,,Monsoon
Nizamabad,7,11758,,Monsoon
Nizamabad,8,19056,,Monsoon
Nizamabad,9,16124,,Monsoon
Nizamabad,10,28465,,Autumn
Nizamabad,11,43667,,Autumn
Nizamabad,12,38483,,Winter
Peddapalli,1,1635,,Winter
Peddapalli,2,1675,,Winter
Peddapalli,3,478,,Summer
Peddapalli,4,516,,Summer
Peddapalli,5,1750,,Summer
Peddapalli,6,620,,Monsoon
Peddapalli,7,1550,,Monsoon
Peddapalli,8,750,,Monsoon
Peddapalli,9,765,,Monsoon
Peddapalli,10,1835,,Autumn
Peddapalli,11,2185,,Autumn
Peddapalli,12,920,,Winter
RajannaSircilla,1,685642,,Winter
RajannaSircilla,2,622385,,Winter
RajannaSircilla,3,544400,,Summer
RajannaSircilla,4,472924,,Summer
RajannaSircilla,5,559320,,Summer
RajannaSircilla,6,538663,,Monsoon
RajannaSircilla,7,217276,,Monsoon
RajannaSircilla,8,476608,,Monsoon
RajannaSircilla,9,285048,,Monsoon
RajannaSircilla,10,316687,,Autumn
RajannaSircilla,11,390875,,Autumn
RajannaSircilla,12,394472,,Winter
Sangareddy,1,115988,,Winter
Sangareddy,2,130632,,Winter
Sangareddy,3,417000,,Summer
Sangareddy,4,72000,,Summer
Sangareddy,5,82500,,Summer
Sangareddy,6,81000,,Monsoon
Sangareddy,7,85000,,Monsoon
Sangareddy,8,160000,,Monsoon
Sangareddy,9,129000,,Monsoon
Sangareddy,10,151000,,Autumn
Sangareddy,11,180205,,Autumn
Sangareddy,12,160854,,Winter
Siddipet,1,161000,,Winter
Siddipet,2,222250,,Winter
Siddipet,3,108750,,Summer
Siddipet,4,114311,,Summer
Siddipet,5,144239,,Summer
Siddipet,6,104583,,Monsoon
Siddipet,7,59832,,Monsoon
Siddipet,8,106635,,Monsoon
Siddipet,9,67500,,Monsoon
Siddipet,10,78009,,Autumn
Siddipet,11,136709,,Autumn
Siddipet,12,113370,,Winter
Wanaparthy,1,30000,,Winter
Wanaparthy,2,19000,,Winter
Wanaparthy,3,21000,,Summer
Wanaparthy,4,22250,,Summer
Wanaparthy,5,17000,,Summer
Wanaparthy,6,12200,,Monsoon
Wanaparthy,7,13200,,Monsoon
Wanaparthy,8,15700,,Monsoon
Wanaparthy,9,13000,,Monsoon
Wanaparthy,10,12000,,Autumn
Wanaparthy,11,12600,,Autumn
Wanaparthy,12,12000,,Winter
Warangal,1,5810,,Winter
Warangal,2,5543,,Winter
Warangal,3,5650,,Summer
Warangal,4,6626,,Summer
Warangal,5,6500,,Summer
Warangal,6,6459,,Monsoon
Warangal,7,7285,,Monsoon
Warangal,8,15724,,Monsoon
Warangal,9,14681,,Monsoon
Warangal,10,14476,,Autumn
Warangal,11,14631,,Autumn
Warangal,12,14550,,Winter
YadadriBhongir,1,550000,,Winter
YadadriBhongir,2,500000,,Winter
YadadriBhongir,3,600000,,Summer
YadadriBhongir,4,651276,,Summer
YadadriBhongir,5,801312,,Summer
YadadriBhongir,6,762672,,Monsoon
YadadriBhongir,7,370064,,Monsoon
YadadriBhongir,8,597045,,Monsoon
YadadriBhongir,9,328666,,Monsoon
YadadriBhongir,10,640912,,Autumn
YadadriBhongir,11,751364,,Autumn
YadadriBhongir,12,1012272,,Winter
Adilabad,1,405414,,Winter
Adilabad,2,41462,,Winter
Adilabad,3,17236,,Summer
Adilabad,4,12640,,Summer
Adilabad,5,13030,,Summer
Adilabad,6,10929,,Monsoon
Adilabad,7,21085,,Monsoon
Adilabad,8,32623,,Monsoon
Adilabad,9,22961,,Monsoon
Adilabad,10,25294,,Autumn
Adilabad,11,29836,,Autumn
Adilabad,12,50235,,Winter
Komaram Bheem Asifabad,1,1452,,Winter
Komaram Bheem Asifabad,2,1337,,Winter
Komaram Bheem Asifabad,3,821,,Summer
Komaram Bheem Asifabad,4,767,,Summer
Komaram Bheem Asifabad,5,637,,Summer
Komaram Bheem Asifabad,6,679,,Monsoon
Komaram Bheem Asifabad,7,611,,Monsoon
Komaram Bheem Asifabad,8,1072,,Monsoon
Komaram Bheem Asifabad,9,1159,,Monsoon
Komaram Bheem Asifabad,10,1367,,Autumn
Komaram Bheem Asifabad,11,1688,,Autumn
Komaram Bheem Asifabad,12,1739,,Winter
Mancherial,1,10278,,Winter
Mancherial,2,18555,,Winter
Mancherial,3,10222,,Summer
Mancherial,4,12473,,Summer
Mancherial,5,10503,,Summer
Mancherial,6,12024,,Monsoon
Mancherial,7,13506,,Monsoon
Mancherial,8,14433,,Monsoon
Mancherial,9,10409,,Monsoon
Mancherial,10,11785,,Autumn
Mancherial,11,11401,,Autumn
Mancherial,12,12536,,Winter
Nirmal,1,413328,,Winter
Nirmal,2,320785,,Winter
Nirmal,3,404555,,Summer
Nirmal,4,323987,,Summer
Nirmal,5,384755,,Summer
Nirmal,6,408390,,Monsoon
Nirmal,7,364326,,Monsoon
Nirmal,8,379447,,Monsoon
Nirmal,9,382582,,Monsoon
Nirmal,10,405646,,Autumn
Nirmal,11,415121,,Autumn
Nirmal,12,398336,,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",1,1792085,,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",2,1279128,,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",3,1134117,,Summer
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",4,1353144,,Summer
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",5,1788013,,Summer
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",6,1415295,,Monsoon
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",7,1209926,,Monsoon
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",8,1351690,,Monsoon
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",9,1288523,,Monsoon
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",10,1916011,,Autumn
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",11,1662165,,Autumn
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",12,2382597,,Winter
Karimnagar,1,6300,,Winter
Karimnagar,2,6000,,Winter
Karimnagar,3,4525,,Summer
Karimnagar,4,4125,,Summer
Karimnagar,5,3900,,Summer
Karimnagar,6,3900,,Monsoon
Karimnagar,7,6050,,Monsoon
Karimnagar,8,4600,,Monsoon
Karimnagar,9,3396,,Monsoon
Karimnagar,10,4500,,Autumn
Karimnagar,11,5310,,Autumn
Karimnagar,12,6150,,Winter
Jagtial,1,215746,,Winter
Jagtial,2,213846,,Winter
Jagtial,3,822553,,Summer
Jagtial,4,507092,,Summer
Jagtial,5,504073,,Summer
Jagtial,6,352546,,Monsoon
Jagtial,7,153545,,Monsoon
Jagtial,8,133336,,Monsoon
Jagtial,9,82078,,Monsoon
Jagtial,10,83261,,Autumn
Jagtial,11,113565,,Autumn
Jagtial,12,339094,,Winter
Peddapalli,1,1720,,Winter
Peddapalli,2,1625,,Winter
Peddapalli,3,1510,,Summer
Peddapalli,4,1615,,Summer
Peddapalli,5,1290,,Summer
Peddapalli,6,1430,,Monsoon
Peddapalli,7,1040,,Monsoon
Peddapalli,8,1410,,Monsoon
Peddapalli,9,1360,,Monsoon
Peddapalli,10,1495,,Autumn
Peddapalli,11,1630,,Autumn
Peddapalli,12,1155,,Winter
Rajarina Sircilla,1,377393,,Winter
Rajarina Sircilla,2,538057,,Winter
Rajarina Sircilla,3,467996,,Summer
Rajarina Sircilla,4,473718,,Summer
Rajarina Sircilla,5,565654,,Summer
Rajarina Sircilla,6,487331,,Monsoon
Rajarina Sircilla,7,286185,,Monsoon
Rajarina Sircilla,8,425962,,Monsoon
Rajarina Sircilla,9,461574,,Monsoon
Rajarina Sircilla,10,321294,,Autumn
Rajarina Sircilla,11,672994,,Autumn
Rajarina Sircilla,12,896048,,Winter
Khammam,1,39768,,Winter
Khammam,2,56431,,Winter
Khammam,3,61976,,Summer
Khammam,4,63244,,Summer
Khammam,5,61592,,Summer
Khammam,6,85100,,Monsoon
Khammam,7,73424,,Monsoon
Khammam,8,34607,,Monsoon
Khammam,9,33774,,Monsoon
Khammam,10,64040,,Autumn
Khammam,11,41086,,Autumn
Khammam,12,63412,,Winter
Bhadradri Kothagudem,1,85616,,Winter
Bhadradri Kothagudem,2,88572,,Winter
Bhadradri Kothagudem,3,236493,,Summer
Bhadradri Kothagudem,4,168425,,Summer
Bhadradri Kothagudem,5,171159,,Summer
Bhadradri Kothagudem,6,153273,,Monsoon
Bhadradri Kothagudem,7,118259,,Monsoon
Bhadradri Kothagudem,8,90891,,Monsoon
Bhadradri Kothagudem,9,86799,,Monsoon
Bhadradri Kothagudem,10,129853,,Autumn
Bhadradri Kothagudem,11,94395,,Autumn
Bhadradri Kothagudem,12,131979,,Winter
Mababubnagar,1,220100,,Winter
Mababubnagar,2,253100,,Winter
Mababubnagar,3,185000,,Summer
Mababubnagar,4,98800,,Summer
Mababubnagar,5,72800,,Summer
Mababubnagar,6,76500,,Monsoon
Mababubnagar,7,54000,,Monsoon
Mababubnagar,8,57900,,Monsoon
Mababubnagar,9,46000,,Monsoon
Mababubnagar,10,47500,,Autumn
Mababubnagar,11,51500,,Autumn
Mababubnagar,12,53800,,Winter
Jogulamha Gadwal,1,126784,,Winter
Jogulamha Gadwal,2,151825,,Winter
Jogulamha Gadwal,3,139689,,Summer
Jogulamha Gadwal,4,99114,,Summer
Jogulamha Gadwal,5,70093,,Summer
Jogulamha Gadwal,6,67712,,Monsoon
Jogulamha Gadwal,7,47076,,Monsoon
Jogulamha Gadwal,8,55365,,Monsoon
Jogulamha Gadwal,9,38056,,Monsoon
Jogulamha Gadwal,10,40746,,Autumn
Jogulamha Gadwal,11,44853,,Autumn
Jogulamha Gadwal,12,46731,,Winter
Nagarkurnool,1,162900,,Winter
Nagarkurnool,2,162800,,Winter
Nagarkurnool,3,144500,,Summer
Nagarkurnool,4,76800,,Summer
Nagarkurnool,5,52800,,Summer
Nagarkurnool,6,50400,,Monsoon
Nagarkurnool,7,34200,,Monsoon
Nagarkurnool,8,36150,,Monsoon
Nagarkurnool,9,25400,,Monsoon
Nagarkurnool,10,26200,,Autumn
Nagarkurnool,11,29600,,Autumn
Nagarkurnool,12,32460,,Winter
Wanaparthy,1,13000,,Winter
Wanaparthy,2,151500,,Winter
Wanaparthy,3,13500,,Summer
Wanaparthy,4,4600,,Summer
Wanaparthy,5,2600,,Summer
Wanaparthy,6,3000,,Monsoon
Wanaparthy,7,1700,,Monsoon
Wanaparthy,8,1900,,Monsoon
Wanaparthy,9,1200,,Monsoon
Wanaparthy,10,1400,,Autumn
Wanaparthy,11,1600,,Autumn
Wanaparthy,12,1700,,Winter
Narayanapet,1,10450,,Winter
Narayanapet,2,17350,,Winter
Narayanapet,3,12800,,Summer
Narayanapet,4,53800,,Summer
Narayanapet,5,4600,,Summer
Narayanapet,6,3100,,Monsoon
Narayanapet,7,1550,,Monsoon
Narayanapet,8,1730,,Monsoon
Narayanapet,9,3650,,Monsoon
Narayanapet,10,960,,Autumn
Narayanapet,11,1050,,Autumn
Narayanapet,12,1560,,Winter
Medak,1,100938,,Winter
Medak,2,936994,,Winter
Medak,3,57188,,Summer
Medak,4,67225,,Summer
Medak,5,54588,,Summer
Medak,6,47671,,Monsoon
Medak,7,43792,,Monsoon
Medak,8,35203,,Monsoon
Medak,9,23004,,Monsoon
Medak,10,108978,,Autumn
Medak,11,44914,,Autumn
Medak,12,70811,,Winter
Sangareddy,1,121240,,Winter
Sangareddy,2,965600,,Winter
Sangareddy,3,166000,,Summer
Sangareddy,4,66000,,Summer
Sangareddy,5,98500,,Summer
Sangareddy,6,73000,,Monsoon
Sangareddy,7,70000,,Monsoon
Sangareddy,8,161400,,Monsoon
Sangareddy,9,334865,,Monsoon
Sangareddy,10,176166,,Autumn
Sangareddy,11,285725,,Autumn
Sangareddy,12,246834,,Winter
Siddipet,1,280919,,Winter
Siddipet,2,96013,,Winter
Siddipet,3,162100,,Summer
Siddipet,4,150672,,Summer
Siddipet,5,178186,,Summer
Siddipet,6,150924,,Monsoon
Siddipet,7,420926,,Monsoon
Siddipet,8,145257,,Monsoon
Siddipet,9,164346,,Monsoon
Siddipet,10,265054,,Autumn
Siddipet,11,871162,,Autumn
Siddipet,12,1063109,,Winter
Nalgonda & Suryapet,1,20347,,Winter
Nalgonda & Suryapet,2,27631,,Winter
Nalgonda & Suryapet,3,13608,,Summer
Nalgonda & Suryapet,4,12416,,Summer
Nalgonda & Suryapet,5,14512,,Summer
Nalgonda & Suryapet,6,13931,,Monsoon
Nalgonda & Suryapet,7,14771,,Monsoon
Nalgonda & Suryapet,8,12769,,Monsoon
Nalgonda & Suryapet,9,12764,,Monsoon
Nalgonda & Suryapet,10,18622,,Autumn
Nalgonda & Suryapet,11,18648,,Autumn
Nalgonda & Suryapet,12,271997,,Winter
Yadadri Bhongir,1,555616,,Winter
Yadadri Bhongir,2,348130,,Winter
Yadadri Bhongir,3,549974,,Summer
Yadadri Bhongir,4,496474,,Summer
Yadadri Bhongir,5,766175,,Summer
Yadadri Bhongir,6,834264,,Monsoon
Yadadri Bhongir,7,794528,,Monsoon
Yadadri Bhongir,8,822416,,Monsoon
Yadadri Bhongir,9,656397,,Monsoon
Yadadri Bhongir,10,650163,,Autumn
Yadadri Bhongir,11,626666,,Autumn
Yadadri Bhongir,12,1238000,,Winter
Nizamabad,1,30502,,Winter
Nizamabad,2,258940,,Winter
Nizamabad,3,94964,,Summer
Nizamabad,4,16167,,Summer
Nizamabad,5,20511,,Summer
Nizamabad,6,22160,,Monsoon
Nizamabad,7,26051,,Monsoon
Nizamabad,8,35232,,Monsoon
Nizamabad,9,30863,,Monsoon
Nizamabad,10,17749,,Autumn
Nizamabad,11,51367,,Autumn
Nizamabad,12,90230,,Winter
Kamareddy,1,40,,Winter
Kamareddy,2,45,,Winter
Kamareddy,3,46,,Summer
Kamareddy,4,56,,Summer
Kamareddy,5,52,,Summer
Kamareddy,6,65,,Monsoon
Kamareddy,7,40,,Monsoon
Kamareddy,8,50,,Monsoon
Kamareddy,9,43,,Monsoon
Kamareddy,10,48,,Autumn
Kamareddy,11,53,,Autumn
Kamareddy,12,52,,Winter
Hanumakonda,1,37595,,Winter
Hanumakonda,2,39412,,Winter
Hanumakonda,3,36329,,Summer
Hanumakonda,4,41475,,Summer
Hanumakonda,5,42765,,Summer
Hanumakonda,6,39677,,Monsoon
Hanumakonda,7,39620,,Monsoon
Hanumakonda,8,35084,,Monsoon
Hanumakonda,9,34374,,Monsoon
Hanumakonda,10,35331,,Autumn
Hanumakonda,11,35790,,Autumn
Hanumakonda,12,34552,,Winter
Warangal,1,14883,,Winter
Warangal,2,14938,,Winter
Warangal,3,15391,,Summer
Warangal,4,16545,,Summer
Warangal,5,17360,,Summer
Warangal,6,14399,,Monsoon
Warangal,7,15355,,Monsoon
Warangal,8,16108,,Monsoon
Warangal,9,16548,,Monsoon
Warangal,10,16280,,Autumn
Warangal,11,17494,,Autumn
Warangal,12,16019,,Winter
Jangann,1,5305,,Winter
Jangann,2,4995,,Winter
Jangann,3,4940,,Summer
Jangann,4,4820,,Summer
Jangann,5,5035,,Summer
Jangann,6,4970,,Monsoon
Jangann,7,4780,,Monsoon
Jangann,8,5765,,Monsoon
Jangann,9,5410,,Monsoon
Jangann,10,5720,,Autumn
Jangann,11,5305,,Autumn
Jangann,12,5310,,Winter
Jayashankar Bhoopalpally,1,13606,,Winter
Jayashankar Bhoopalpally,2,12799,,Winter
Jayashankar Bhoopalpally,3,12252,,Summer
Jayashankar Bhoopalpally,4,15836,,Summer
Jayashankar Bhoopalpally,5,16585,,Summer
Jayashankar Bhoopalpally,6,13350,,Monsoon
Jayashankar Bhoopalpally,7,10994,,Monsoon
Jayashankar Bhoopalpally,8,14341,,Monsoon
Jayashankar Bhoopalpally,9,15010,,Monsoon
Jayashankar Bhoopalpally,10,13896,,Autumn
Jayashankar Bhoopalpally,11,15913,,Autumn
Jayashankar Bhoopalpally,12,15434,,Winter
Mahabubabad,1,2930,,Winter
Mahabubabad,2,2420,,Winter
Mahabubabad,3,2475,,Summer
Mahabubabad,4,2705,,Summer
Mahabubabad,5,2660,,Summer
Mahabubabad,6,2560,,Monsoon
Mahabubabad,7,2230,,Monsoon
Mahabubabad,8,3565,,Monsoon
Mahabubabad,9,3355,,Monsoon
Mahabubabad,10,2560,,Autumn
Mahabubabad,11,3875,,Autumn
Mahabubabad,12,3460,,Winter
Mulugu,1,48377,,Winter
Mulugu,2,48353,,Winter
Mulugu,3,48804,,Summer
Mulugu,4,50129,,Summer
Mulugu,5,51640,,Summer
Mulugu,6,47359,,Monsoon
Mulugu,7,61688,,Monsoon
Mulugu,8,50448,,Monsoon
Mulugu,9,51635,,Monsoon
Mulugu,10,50995,,Autumn
Mulugu,11,52285,,Autumn
Mulugu,12,71071,,Winter
Adilabad,1,0,,Winter
Adilabad,2,0,,Winter
Adilabad,3,0,,Summer
Adilabad,4,0,,Summer
Adilabad,5,0,,Summer
Adilabad,6,0,,Monsoon
Adilabad,7,0,,Monsoon
Adilabad,8,0,,Monsoon
Adilabad,9,0,,Monsoon
Adilabad,10,0,,Autumn
Adilabad,11,0,,Autumn
